,description,google_link,link,name,search,thumbnail
139,"Indivisible DFW, Dallas, Texas. 1179 likes · 76 talking about this. The mission of 
IndivisibleDFW is to build an inclusive coalition to fight the rise...",http://www.google.com/url?q=https://www.facebook.com/indivisibleDFW/&sa=U&ved=0ahUKEwiElfSIg4nTAhVD94MKHXRfATQQFggUMAA&usg=AFQjCNH9aTpJw9fzmUAedaHqsyQIaJrhEw,https://www.facebook.com/indivisibleDFW/,Indivisible DFW - Home | Facebook,"Arlington , TX indivisible",
140,"Indivisible Arlington. 191 likes · 11 talking about this. The people of Arlington #
standindivisible against the Trump administration's agenda & are...",http://www.google.com/url?q=https://www.facebook.com/IndivisibleARL/&sa=U&ved=0ahUKEwiElfSIg4nTAhVD94MKHXRfATQQFggZMAE&usg=AFQjCNG9nm260qsT0Sm2Vuyde7fscTDuNg,https://www.facebook.com/IndivisibleARL/,Indivisible Arlington - Home | Facebook,"Arlington , TX indivisible",
145,"Find your Texas State Rep Governor Greg Abbott (800) 843-5789 (512) ... Texas 
State Senate District 4–Senator Brandon Creighton ..... Arlington TX 76017",http://www.google.com/url?q=https://www.indivisibleaustin.com/resources/texas-legislature-contacts/&sa=U&ved=0ahUKEwiElfSIg4nTAhVD94MKHXRfATQQFgg1MAY&usg=AFQjCNFKGngsCOHTOrdZzZMO1Q9dkMt5HA,https://www.indivisibleaustin.com/resources/texas-legislature-contacts/,Texas Legislature – INDIVISIBLE AUSTIN,"Arlington , TX indivisible",
148,"The Liberty Tree believes that we must be vigilant, visible and vocal. Our ...",http://www.google.com/url?q=https://www.meetup.com/DFWlibertytree/&sa=U&ved=0ahUKEwiElfSIg4nTAhVD94MKHXRfATQQFghFMAk&usg=AFQjCNHpGFGicFYnG4C45KudgH5A9n0lQw,https://www.meetup.com/DFWlibertytree/,"Indivisible (Liberty Tree) - DFW (Plano, TX) | Meetup","Arlington , TX indivisible",
151,"Indivisible KS-3. 382 likes · 55 talking about this. KS congressional district 3 
coming together to organize and take action in opposition to the Trump...",http://www.google.com/url?q=https://www.facebook.com/IndivisibleKS/&sa=U&ved=0ahUKEwirhZmJg4nTAhVJ64MKHafjCqIQFggeMAI&usg=AFQjCNH01SdJAjytzbej6iLeteT0viKfVQ,https://www.facebook.com/IndivisibleKS/,Indivisible KS-3 - Home | Facebook,"Wichita , KS indivisible",
152,"Indivisible KS-3. 379 likes · 59 talking about this. KS congressional district 3 
coming together to organize and take action in opposition to the Trump...",http://www.google.com/url?q=https://www.facebook.com/IndivisibleKS/%3Fhc_ref%3DPAGES_TIMELINE&sa=U&ved=0ahUKEwirhZmJg4nTAhVJ64MKHafjCqIQFggjMAM&usg=AFQjCNFOQKhAzqnQ99JeeTcXrbDCRioHVg,https://www.facebook.com/IndivisibleKS/?hc_ref=PAGES_TIMELINE,Indivisible KS-3 - Home | Facebook,"Wichita , KS indivisible",
153,"Launched January 5, 2017, Kansas Indivisible exists to help activists in ...",http://www.google.com/url?q=https://www.meetup.com/Kansas-Indivisible/&sa=U&ved=0ahUKEwirhZmJg4nTAhVJ64MKHafjCqIQFggoMAQ&usg=AFQjCNEVpIV_68uvFbJjC2S51-CcLX6Mrg,https://www.meetup.com/Kansas-Indivisible/,"Kansas Indivisible (Topeka, KS) | Meetup","Wichita , KS indivisible",
154,Join Kansas Indivisible and Elem Technologies on April 1st on the stairs of ...,http://www.google.com/url?q=https://www.meetup.com/Resist-Wichita/&sa=U&ved=0ahUKEwirhZmJg4nTAhVJ64MKHafjCqIQFgg0MAU&usg=AFQjCNETZNaPfscV74aR_fwVCo9YmeZpPQ,https://www.meetup.com/Resist-Wichita/,"#Resist: Wichita (Wichita, KS) | Meetup","Wichita , KS indivisible",
155,"Feb 15, 2017 ... Our Senators and Representatives have not scheduled any Kansas City ... Based 
on an article from the Wichita NPR station, we have learned ...",http://www.google.com/url?q=http://www.indivisiblekc.com/calls-to-action&sa=U&ved=0ahUKEwirhZmJg4nTAhVJ64MKHafjCqIQFghAMAY&usg=AFQjCNFM2vO2cFrxg5twceoV3xfdWH4hXA,http://www.indivisiblekc.com/calls-to-action,Indivisible Kansas City - Calls to Action,"Wichita , KS indivisible",
159,"Indivisible is a very specific, highly effective action plan written by ...",http://www.google.com/url?q=https://www.meetup.com/Indivisible-St-Louis/&sa=U&ved=0ahUKEwiHuceJg4nTAhVM5IMKHfQRCn0QFggUMAA&usg=AFQjCNEirL-rbDb85ZZQrZnNjycTPINgiw,https://www.meetup.com/Indivisible-St-Louis/,"St. Louis Indivisible (Saint Louis, MO) | Meetup","St. Louis , MO indivisible",
160,"Mon 10:30 AM CDT · Senator Claire MC Caskill · St. Louis, MO. 9 people ... APR
17. Indivisible St. Louis Young Activists Information Session. Mon 6:00 PM CDT ...",http://www.google.com/url?q=https://www.facebook.com/IndivisibleSt.Louis/&sa=U&ved=0ahUKEwiHuceJg4nTAhVM5IMKHfQRCn0QFggeMAE&usg=AFQjCNFLMmGFXakIIJqSmDvDDWQAT_79Lw,https://www.facebook.com/IndivisibleSt.Louis/,Indivisible St. Louis - Home | Facebook,"St. Louis , MO indivisible",
172,"Indivisible Guide. 164295 likes · 48355 talking about this. Former congressional 
staffers reveal best practices for making Congress listen.",http://www.google.com/url?q=https://www.facebook.com/indivisibleguide/&sa=U&ved=0ahUKEwiGg-qJg4nTAhXF5YMKHa4gAuoQFgglMAM&usg=AFQjCNFpP9JwS_tGktBlAc8Dm2ZKHrp5oA,https://www.facebook.com/indivisibleguide/,Indivisible Guide - Home | Facebook,"Tampa , FL indivisible",
176,"The State of Indivisible. So what has Indivisible been up to since our launch? You 
may be surprised. And you may want to get involved. Learn More ...",http://www.google.com/url?q=https://www.indivisible.us/&sa=U&ved=0ahUKEwiGg-qJg4nTAhXF5YMKHa4gAuoQFgg7MAc&usg=AFQjCNH29TPsxAgL5mrLUjOvTmLzOnvKwg,https://www.indivisible.us/,Indivisible: Home,"Tampa , FL indivisible",
180,"Indivisible OC. 127 likes · 2 talking about this. Standing together against Donald J 
Trump and political extremism in Orange County, CA. twitter:...",http://www.google.com/url?q=https://www.facebook.com/indivisibleoc/&sa=U&ved=0ahUKEwjviImKg4nTAhUk04MKHWZGBgwQFggaMAE&usg=AFQjCNEHg1V-pJXW8AIXNKuYf7vYG4O-sw,https://www.facebook.com/indivisibleoc/,Indivisible OC - Home | Facebook,"Santa Ana , CA indivisible",
181,"What is Indivisible? Donald Trump is the biggest popular-vote loser in history to 
ever call himself President-Elect. In spite of the fact that he has no mandate, ...",http://www.google.com/url?q=http://www.indivisibleoc.org/&sa=U&ved=0ahUKEwjviImKg4nTAhUk04MKHWZGBgwQFggfMAI&usg=AFQjCNF-aPHuAzebJxCIBgGVqI-VIzDqUw,http://www.indivisibleoc.org/,INDIVISIBLE ORANGE COUNTY: Home,"Santa Ana , CA indivisible",
183,On March 25 we will counter Trump's message of exclusion by setting up ...,http://www.google.com/url?q=https://www.meetup.com/Indivisible-CD-45-NW/&sa=U&ved=0ahUKEwjviImKg4nTAhUk04MKHWZGBgwQFggqMAQ&usg=AFQjCNHD_nDp5V9kvIwlKoMxK48BUJyxmQ,https://www.meetup.com/Indivisible-CD-45-NW/,"Indivisible OC 45 Tustin, Orange, Anaheim Hills (Tustin, CA) | Meetup","Santa Ana , CA indivisible",
184,"Find Meetups in Santa Ana, California about Movements and meet people in 
your local community who share ... Indivisible OC 45 Tustin, Orange, Anaheim 
Hills.",http://www.google.com/url?q=https://www.meetup.com/cities/us/ca/santa_ana/movements/&sa=U&ved=0ahUKEwjviImKg4nTAhUk04MKHWZGBgwQFgg2MAU&usg=AFQjCNEGQ1zwkhNUhmc9fw978lE7isQ1Hg,https://www.meetup.com/cities/us/ca/santa_ana/movements/,Movements Meetups in Santa Ana - Meetup,"Santa Ana , CA indivisible",
185,"Find Meetups in Santa Ana, California about Grassroots Progressives and meet 
people in your local ... Indivisible OC 45 Mission Viejo - Saddleback Valley.",http://www.google.com/url?q=https://www.meetup.com/topics/grassrootsprog/us/ca/santa_ana/&sa=U&ved=0ahUKEwjviImKg4nTAhUk04MKHWZGBgwQFgg7MAY&usg=AFQjCNFojHD0ju6XMUjeWp-wy7W4rILJ5Q,https://www.meetup.com/topics/grassrootsprog/us/ca/santa_ana/,Grassroots Progressives Meetups in Santa Ana - Meetup,"Santa Ana , CA indivisible",
186,"Indivisible Orange County ... 532 South Olive Street, Los Angeles, CA (map ...",http://www.google.com/url?q=https://www.meetup.com/Indivisible-Orange-County/events/237209719/&sa=U&ved=0ahUKEwjviImKg4nTAhUk04MKHWZGBgwQFghAMAc&usg=AFQjCNELZ-743-ptUvCWAR1u3G9f8lSj1g,https://www.meetup.com/Indivisible-Orange-County/events/237209719/,March for Tax Returns - Indivisible Orange County (Huntington ...,"Santa Ana , CA indivisible",
189,Indivisible Orange County is a group for those who are interested in working ...,http://www.google.com/url?q=https://www.meetup.com/Indivisible-Orange-County/&sa=U&ved=0ahUKEwilzr-Kg4nTAhUq04MKHZE8AcIQFggUMAA&usg=AFQjCNHGsRVws-dBt9vP7iqFykbs80qJqg,https://www.meetup.com/Indivisible-Orange-County/,"Indivisible Orange County (Huntington Beach, CA) | Meetup","Anaheim , CA indivisible",
190,Our purpose is to resist the unpatriotic and offensive policies and programs ...,http://www.google.com/url?q=https://www.meetup.com/Indivisible-CD-45-NW/&sa=U&ved=0ahUKEwilzr-Kg4nTAhUq04MKHZE8AcIQFgggMAE&usg=AFQjCNHD_nDp5V9kvIwlKoMxK48BUJyxmQ,https://www.meetup.com/Indivisible-CD-45-NW/,"Indivisible OC 45 Tustin, Orange, Anaheim Hills (Tustin, CA) | Meetup","Anaheim , CA indivisible",
193,Indivisible CA D-39 will be having a booth at this family-friendly event ...,http://www.google.com/url?q=https://indivisibleca-d39.org/eventsingle/faces-fullerton-indivisible-ca-d-39-booth-fullerton-plaza-1000am-330pm/&sa=U&ved=0ahUKEwilzr-Kg4nTAhUq04MKHZE8AcIQFgg4MAQ&usg=AFQjCNHM-dsKKrbEywMPe74Ymp787RctCA,https://indivisibleca-d39.org/eventsingle/faces-fullerton-indivisible-ca-d-39-booth-fullerton-plaza-1000am-330pm/,Faces of Fullerton Indivisible CA D-39 Booth at the Fullerton Plaza ...,"Anaheim , CA indivisible",
194,"Introduction to our group, what we've been doing and have planned ...",http://www.google.com/url?q=https://indivisibleca-d39.org/eventsingle/member-meeting-social-media-training/&sa=U&ved=0ahUKEwilzr-Kg4nTAhUq04MKHZE8AcIQFghAMAU&usg=AFQjCNGCoeECMi6aVeo7xaQcIoAz3H8sKw,https://indivisibleca-d39.org/eventsingle/member-meeting-social-media-training/,Member Meeting/ Social Media Training 7:00PM ... - indivisible ca-d39,"Anaheim , CA indivisible",
195,Earth Day 2017 - Calling all scientists and science enthusiasts. We know the ...,http://www.google.com/url?q=https://indivisibleca-d39.org/eventsingle/fullerton-march-science/&sa=U&ved=0ahUKEwilzr-Kg4nTAhUq04MKHZE8AcIQFghIMAY&usg=AFQjCNGPNp68R2NzMPvPDmd7qARodiADIQ,https://indivisibleca-d39.org/eventsingle/fullerton-march-science/,Fullerton March For Science at 9:00AM - INDIVISIBLE CA-D39,"Anaheim , CA indivisible",
197,"CITY OF ANAHEIM Human Resources Department 201 S. Anaheim Blvd., Suite 
501 Anaheim, CA 92805 http://www.anaheim.net INVITES APPLICATIONS FOR ...",http://www.google.com/url?q=https://www.facebook.com/IndivisibleMen/posts/457890627666628&sa=U&ved=0ahUKEwilzr-Kg4nTAhUq04MKHZE8AcIQFghWMAg&usg=AFQjCNHHKlhYKLIBGavjlYvM6sW9irwqDQ,https://www.facebook.com/IndivisibleMen/posts/457890627666628,Indivisible Men - CITY OF ANAHEIM Human Resources... | Facebook,"Anaheim , CA indivisible",
202,"Indivisible Cincinnati: For All. 44 likes · 3 talking about this. A community group ... 
Sat 8:00 AM EST · Sharonville Convention Center · Cincinnati, OH. 805 people ...",http://www.google.com/url?q=https://www.facebook.com/IndivisibleCincinnatiForAll/&sa=U&ved=0ahUKEwj02OqKg4nTAhUB6oMKHbvjBKEQFggkMAM&usg=AFQjCNFUAnVq1ztoiM-71GwBOAdzCkMyng,https://www.facebook.com/IndivisibleCincinnatiForAll/,Indivisible Cincinnati: For All - Home | Facebook,"Cincinnati , OH indivisible",
206,"Wooster Corridor Democratic Club, Fairfax, Mariemont & Columbia Tusculum. 
Loveland Action Team, Loveland, OH. UC Students Indivisible, Cincinnati, OH.",http://www.google.com/url?q=http://www.indivisible513.org/join&sa=U&ved=0ahUKEwj02OqKg4nTAhUB6oMKHbvjBKEQFgg7MAc&usg=AFQjCNFd3yk2gdNRtU4fj0O0yzr0U2xaeA,http://www.indivisible513.org/join,Join a Group - indivisible 513,"Cincinnati , OH indivisible",
207,"April 2, 2017, 2:30 pm-4:30 pm, Indivisible Butler County Bi-Monthly Meeting ... 
Ohio. April 3, 2017, 6:15 pm-8:15 pm, Black Lives Matter Cincinnati General Body
 ...",http://www.google.com/url?q=http://www.indivisible513.org/&sa=U&ved=0ahUKEwj02OqKg4nTAhUB6oMKHbvjBKEQFghAMAg&usg=AFQjCNEoENbmLSu5KtQOQ7whpWMOnNlJTQ,http://www.indivisible513.org/,indivisible 513,"Cincinnati , OH indivisible",
208,"#Resist: Cincinnati · Home · Members ... Eastside Indivisible - Cincinnati: March 
Meeting. 6 days ago · 10:00 AM ... Cincinnati, OH. Founded Feb 3, 2017.",http://www.google.com/url?q=https://www.meetup.com/Resist-Cincinnati/events/238325184/&sa=U&ved=0ahUKEwj02OqKg4nTAhUB6oMKHbvjBKEQFghFMAk&usg=AFQjCNFbougTJqYxgSCD18vJkr7FAIJOHw,https://www.meetup.com/Resist-Cincinnati/events/238325184/,Eastside Indivisible - Cincinnati: March Meeting - #Resist: Cincinnati ...,"Cincinnati , OH indivisible",
209,"Indivisible- Citizens of California's 23rd Congressional District. 738 likes. ... Thu 7
:15 PM PDT · St. Paul's Episcopal Church- Bakersfield, CA · Bakersfield, CA.",http://www.google.com/url?q=https://www.facebook.com/CA23rd/&sa=U&ved=0ahUKEwiowY6Lg4nTAhVr5IMKHdrZB5QQFggUMAA&usg=AFQjCNH3QQ3z46gBw-LGHhw7IQ-HJnF9fg,https://www.facebook.com/CA23rd/,Indivisible- Citizens of California's 23rd Congressional District ...,"Bakersfield , CA indivisible",
210,"Hosted by Indivisible- Citizens of California's 23rd Congressional District. 
InterestedGoing. Invite ... St. Paul's Episcopal Church- Bakersfield, CA. 2216 17th 
St ...",http://www.google.com/url?q=https://www.facebook.com/events/401587170200972/%3Facontext%3D%257B%2522source%2522%253A3%252C%2522source_newsfeed_story_type%2522%253A%2522regular%2522%252C%2522action_history%2522%253A%2522%255B%257B%255C%2522surface%255C%2522%253A%255C%2522newsfeed%255C%2522%252C%255C%2522mechanism%255C%2522%253A%255C%2522feed_story%255C%2522%252C%255C%2522extra_data%255C%2522%253A%255B%255D%257D%255D%2522%252C%2522has_source%2522%253Atrue%257D%26source%3D3%26source_newsfeed_story_type%3Dregular%26action_history%3D%255B%257B%2522surface%2522%253A%2522newsfeed%2522%252C%2522mechanism%2522%253A%2522feed_story%2522%252C%2522extra_data%2522%253A%255B%255D%257D%255D%26has_source%3D1%26hc_ref%3DPAGES_TIMELINE&sa=U&ved=0ahUKEwiowY6Lg4nTAhVr5IMKHdrZB5QQFggZMAE&usg=AFQjCNGyrGLL7pNba_fVUpGpTOO-2KlyTQ,https://www.facebook.com/events/401587170200972/?acontext=%7B%22source%22%3A3%2C%22source_newsfeed_story_type%22%3A%22regular%22%2C%22action_history%22%3A%22%5B%7B%5C%22surface%5C%22%3A%5C%22newsfeed%5C%22%2C%5C%22mechanism%5C%22%3A%5C%22feed_story%5C%22%2C%5C%22extra_data%5C%22%3A%5B%5D%7D%5D%22%2C%22has_source%22%3Atrue%7D&source=3&source_newsfeed_story_type=regular&action_history=%5B%7B%22surface%22%3A%22newsfeed%22%2C%22mechanism%22%3A%22feed_story%22%2C%22extra_data%22%3A%5B%5D%7D%5D&has_source=1&hc_ref=PAGES_TIMELINE,Indivisible CA 23- Meeting and Discussion with Attorney David A ...,"Bakersfield , CA indivisible",
219,"If you do not see one that fits with you listed here, check out Indivisible, ... Aurora. 
Colorado People's Alliance bilingual citizenship classes. Aurora, CO 80017",http://www.google.com/url?q=https://indivisiblecolorado.net/indivco/&sa=U&ved=0ahUKEwi14LqLg4nTAhUqxoMKHecOBKYQFggUMAA&usg=AFQjCNFULhBCRWNBab3s9O3_lUiKvi8G4A,https://indivisiblecolorado.net/indivco/,Indivisible Colorado Groups — Indivisible Colorado,"Aurora , CO indivisible",
220,"Indivisible Guide. ... of Judge Neil M. Gorsuch of Colorado later on Monday and 
send it to the deeply… ... Indivisible Weekly Calls to Action: March 20, 2017.",http://www.google.com/url?q=https://www.facebook.com/indivisibleguide/&sa=U&ved=0ahUKEwi14LqLg4nTAhUqxoMKHecOBKYQFggZMAE&usg=AFQjCNFpP9JwS_tGktBlAc8Dm2ZKHrp5oA,https://www.facebook.com/indivisibleguide/,Indivisible Guide - Home | Facebook,"Aurora , CO indivisible",
227,"When the Tarrant County election office discovered she was not a citizen, and 
that .... Constituents in both Aurora, Colorado and Spokane, Washington gained ...",http://www.google.com/url?q=https://www.indivisibleaustin.com/category/womens-issues/&sa=U&ved=0ahUKEwi14LqLg4nTAhUqxoMKHecOBKYQFghAMAg&usg=AFQjCNGtODt9ZyanUfPrLU0NTDzAOULZBA,https://www.indivisibleaustin.com/category/womens-issues/,Women's Issues – INDIVISIBLE AUSTIN,"Aurora , CO indivisible",
228,"Mar 26, 2017 ... This is a group working in Colorado's Congressional District 1 (Diana DeGette) 
promoting and fighting for progressive values by engaging with ...",http://www.google.com/url?q=https://www.meetup.com/Indivisible-Denver-CD1/events/238493387/&sa=U&ved=0ahUKEwi14LqLg4nTAhUqxoMKHecOBKYQFghFMAk&usg=AFQjCNH216fSVR-Lhy9VO25BsIaKVxEiqw,https://www.meetup.com/Indivisible-Denver-CD1/events/238493387/,Join us at the next Indivisible Denver community meeting. - Meetup,"Aurora , CO indivisible",
229,"Indivisible NOLA promotes civic and community engagement through ... It's at 
Duncan Plaza, outside City Hall, 343-349 Loyola Ave, New Orleans, LA 70112.",http://www.google.com/url?q=https://www.facebook.com/indivisiblenola/&sa=U&ved=0ahUKEwiqoueLg4nTAhWH6YMKHaVLA1sQFggUMAA&usg=AFQjCNFgS-HBV1SnWQqvASgE8ANxLEORcw,https://www.facebook.com/indivisiblenola/,Indivisible NOLA - Home | Facebook,"New Orleans , LA indivisible",
230,"For anyone interested in resisting Trump's agenda; focus on local, defensive 
congressional advocacy; and the embrace progressive values.",http://www.google.com/url?q=https://www.meetup.com/NOLA-Indivisible/&sa=U&ved=0ahUKEwiqoueLg4nTAhWH6YMKHaVLA1sQFggZMAE&usg=AFQjCNGw4ml5A-lhVL4907Bllb7FnJ2w-g,https://www.meetup.com/NOLA-Indivisible/,"NOLA Indivisible (New Orleans, LA) | Meetup","New Orleans , LA indivisible",
238,"Indivisible Pittsburgh aims to help people like you to influence the agenda items 
that you... ... Sat 5:30 PM EDT · Pittsburgh City-County Building · Pittsburgh, PA.",http://www.google.com/url?q=https://www.facebook.com/indivisiblepittsburgh/&sa=U&ved=0ahUKEwiTzYyMg4nTAhVC2IMKHfaKBFwQFggUMAA&usg=AFQjCNEL2pvGLj9Uupomm3Bia2RoZDRrCg,https://www.facebook.com/indivisiblepittsburgh/,Indivisible Pittsburgh - Home | Facebook,"Pittsburgh , PA indivisible",
240,"Jan 7, 2017 ... Indivisible PGH. Pittsburghers united to resist ... Senators from Pennsylvania 
Senator Bob Casey ... Pittsburgh, PA 15219. Phone: (412) 803- ...",http://www.google.com/url?q=http://indivisiblepgh.blogspot.com/&sa=U&ved=0ahUKEwiTzYyMg4nTAhVC2IMKHfaKBFwQFggeMAI&usg=AFQjCNHKlPCo59_bzTClhVOVyNEkc23k8Q,http://indivisiblepgh.blogspot.com/,Indivisible PGH,"Pittsburgh , PA indivisible",
241,"Indivisible Pittsburgh aims to help people like you to influence the agenda items 
that you care about most. We will help provide the tools and knowledge ...",http://www.google.com/url?q=https://indivisiblepittsburgh.wordpress.com/&sa=U&ved=0ahUKEwiTzYyMg4nTAhVC2IMKHfaKBFwQFggkMAM&usg=AFQjCNHVyI9AtSBuIH89wqVqmeKDRwRs1A,https://indivisiblepittsburgh.wordpress.com/,"Indivisible Pittsburgh – Moving America Forward, Not Back","Pittsburgh , PA indivisible",
243,"Sewickley Public Library 500 Thorn StSewickley, PA 15143.",http://www.google.com/url?q=https://www.meetup.com/Resist-Pittsburgh/events/238546630/&sa=U&ved=0ahUKEwiTzYyMg4nTAhVC2IMKHfaKBFwQFggvMAU&usg=AFQjCNGHMe0aIodcRZiZw2MD9K5N8uglZg,https://www.meetup.com/Resist-Pittsburgh/events/238546630/,"Indivisible 15143 - #Resist: Pittsburgh (Pittsburgh, PA) | Meetup","Pittsburgh , PA indivisible",
244,"Indivisible Plum. March 5 · 2:00 PM. This location is shown only to members. For 
those who have RSVP'ed Yes and haven't already, please change your ...",http://www.google.com/url?q=https://www.meetup.com/Resist-Pittsburgh/events/237687978/&sa=U&ved=0ahUKEwiTzYyMg4nTAhVC2IMKHfaKBFwQFgg0MAY&usg=AFQjCNGIv8yRciUHOWgLl2WrhyLXLfT2TQ,https://www.meetup.com/Resist-Pittsburgh/events/237687978/,"Indivisible Plum - #Resist: Pittsburgh (Pittsburgh, PA) | Meetup","Pittsburgh , PA indivisible",
252,"Indivisible-California. ... Indivisible-California shared Tim Bruening's post. ..... is 
presenting Trump's First 100 Days at the Riverside Convention Center April 30.",http://www.google.com/url?q=https://www.facebook.com/Indivisible-California-1822965454640822/&sa=U&ved=0ahUKEwjPvLSMg4nTAhXI1IMKHRDUCv0QFggrMAQ&usg=AFQjCNHqtnuzX-uavyTQbXUgO2C8JBvWLg,https://www.facebook.com/Indivisible-California-1822965454640822/,Indivisible-California - Home | Facebook,"Riverside , CA indivisible",
