|,|__City,|__Date,|__District,|__Location,|__Member,|__Notes,|__Party,|__RSVP,|__State,|__StateAb,|__Time,|__Zip,|__address,|__dateChanged,|__dateObj,|__dateString,|__dateValid,|__eventId,|__eventName,|__lastUpdated,|__lastUpdatedHuman,|__lat,|__link,|__linkName,|__lng,|__meetingType,|__rsvpName,|__noLoc,|__repeatingEvent,|__streetAddress,|__timeEnd,|__updatedBy,|__timeEnd24,|__timeStart24,|__timeZone,|__yearMonthDay,|__zoneString
#NAME?,,Tue Apr 11 2017,OK-2,Citizens State Bank- Community Room,Markwayne Mullin,,Republican,,Oklahoma,,10:30 AM,,"402 W Broadway St, Okemah, OK 74859",,1.49E+12,,,#NAME?,Okfuskee County Town Hall,1.49E+12,Fri Mar 31 2017,35.4315388,,,-96.3048682,Town Hall,,,,,11:30 AM,,11:30:00,10:30:00,CDT,4/11/2017,America/Chicago
#NAME?,,Tue Apr 11 2017,OK-2,Checotah Senior Activity Center,Markwayne Mullin,,Republican,,Oklahoma,,3:00 PM,,"611 N Broadway St, Checotah, OK 74426",,1.49E+12,,,#NAME?,McIntosh County Town Hall,1.49E+12,Fri Mar 31 2017,35.4758129,,,-95.521273,Town Hall,,,,,4:00 PM,,16:00:00,15:00:00,CDT,4/11/2017,America/Chicago
#NAME?,,Tue Apr 11 2017,OK-2,Sequoyah High School- Main Auditorium,Markwayne Mullin,,Republican,,Oklahoma,,5:30 PM,,"17091 S Muskogee Ave, Tahlequah, OK 74464",,1.49E+12,,,#NAME?,Cherokee County Town Hall,1.49E+12,Fri Mar 31 2017,35.8488224,,,-95.0020915,Town Hall,,,,,6:30 PM,,18:30:00,17:30:00,CDT,4/11/2017,America/Chicago
#NAME?,,Wed Apr 12 2017,OK-2,Carl Albert State College- JT Stites Multi-Purpose Center,Markwayne Mullin,,Republican,,Oklahoma,,8:00 AM,,"1601 S Opdyke St, Sallisaw, OK 74955",,1.49E+12,,,#NAME?,Sequoyah County Town Hall,1.49E+12,Fri Mar 31 2017,35.4417795,,,-94.7877336,Town Hall,,,,,9:00 AM,,9:00:00,8:00:00,CDT,4/12/2017,America/Chicago
#NAME?,,Wed Apr 12 2017,OK-2,Donald W. Reynolds Community Center,Markwayne Mullin,,Republican,,Oklahoma,,10:00 AM,,"501 S Broadway St, Poteau, OK 74953",,1.49E+12,,,#NAME?,LeFlore County Town Hall,1.49E+12,Fri Mar 31 2017,35.0512243,,,-94.6263668,Town Hall,,,,,11:00 AM,,11:00:00,10:00:00,CDT,4/12/2017,America/Chicago
#NAME?,,Wed Apr 12 2017,OK-2,Twin Lakes Inn,Markwayne Mullin,,Republican,,Oklahoma,,1:00 PM,,"1810 E Main St, Stigler, OK 74462",,1.49E+12,,,#NAME?,Haskell County Town Hall,1.49E+12,Fri Mar 31 2017,35.2601517,,,-95.1007807,Town Hall,,,,,2:00 PM,,14:00:00,13:00:00,CDT,4/12/2017,America/Chicago
#NAME?,,Wed Apr 12 2017,OK-2,Eastern Oklahoma State College- Ballroom,Markwayne Mullin,,Republican,,Oklahoma,,3:00 PM,,"1301 W Main St, Wilburton, OK 74578",,1.49E+12,,,#NAME?,Latimer County Town Hall,1.49E+12,Fri Mar 31 2017,34.9134248,,,-95.3277491,Town Hall,,,,,4:00 PM,,16:00:00,15:00:00,CDT,4/12/2017,America/Chicago
#NAME?,,Wed Apr 12 2017,OK-2,OSU Exchange Office,Markwayne Mullin,,Republican,,Oklahoma,,5:30 PM,,"1501 S Broadway St, Coalgate, OK 74538",,1.49E+12,,,#NAME?,Coal County Town Hall,1.49E+12,Fri Mar 31 2017,34.5278467,,,-96.2190627,Town Hall,,,,,6:30 PM,,18:30:00,17:30:00,CDT,4/12/2017,America/Chicago
#NAME?,,Thu Apr 13 2017,OK-2,Atoka Community Center,Markwayne Mullin,,Republican,,Oklahoma,,8:30 AM,,"909 W Liberty Rd, Atoka, OK 74525",,1.49E+12,,,#NAME?,Atoka County Town Hall,1.49E+12,Fri Mar 31 2017,34.3950427,,,-96.1424516,Town Hall,,,,,9:30 AM,,9:30:00,8:30:00,CDT,4/13/2017,America/Chicago
#NAME?,,Thu Apr 13 2017,OK-2,Antlers Library,Markwayne Mullin,,Republican,,Oklahoma,,10:30 AM,,"104 SE 2nd St, Antlers, OK 74523",,1.49E+12,,,#NAME?,Pushmataha County Town Hall,1.49E+12,Fri Mar 31 2017,34.2302863,,,-95.6202795,Town Hall,,,,,11:30 AM,,11:30:00,10:30:00,CDT,4/13/2017,America/Chicago
#NAME?,,Thu Apr 13 2017,OK-2,Southeastern Oklahoma State University- ET Dunlap Center,Markwayne Mullin,,Republican,,Oklahoma,,1:00 PM,,"2805 NE Lincoln Rd, Idabel, OK 74745",,1.49E+12,,,#NAME?,McCurtain County Town Hall,1.49E+12,Fri Mar 31 2017,33.920828,,,-94.7718624,Town Hall,,,,,2:00 PM,,14:00:00,13:00:00,CDT,4/13/2017,America/Chicago
#NAME?,,Sat Apr 08 2017,MA-6,"North Shore Community College – Lynn Campus, Gymnasium",Seth Moulton,,Democratic,,Massachusetts,,12:00 PM,,"300 Broad St, Lynn, MA 01901",,1.49E+12,,,#NAME?,TownHall Q&A,1.49E+12,Fri Mar 31 2017,42.4606382,https://moulton.house.gov/events/,,-70.9438454,Town Hall,,,,,1:00 PM,,13:00:00,12:00:00,EDT,4/8/2017,America/New_York
#NAME?,,Mon Apr 03 2017,PA-16,Reading City Hall,Lloyd Smucker,"A member of Rep. Smucker’s staff will be available to offer assistance on a number of topics, including help with federal agencies, military academy nominations, legislative questions, U.S. Capitol flag requests, and tours and tickets for constituents planning a trip to Washington, D.C.   Constituents are encouraged to bring copies of documents they have received from federal agencies related to their issues.",Republican,,Pennsylvania,,8:00 AM,,"815 Washington St, Reading, PA 19601",TRUE,1.49E+12,,,#NAME?,Berks County Mobile Office Hours,1.49E+12,Fri Mar 31 2017,40.3372886,https://smucker.house.gov/media/press-releases/smucker-announces-berks-county-mobile-office-hours,,-75.921438,Office Hours,,,First and third Monday of each month,,4:00 PM,,16:00:00,8:00:00,EDT,4/3/2017,America/New_York
#NAME?,,Sun Apr 09 2017,CO-2,Nederland Community Center,Jared Polis,Registration is highly encouraged: http://polis.house.gov/calendar/eventsingle.aspx?EventID=398318,Democratic,,Colorado,,12:00 PM,,"750 CO-72, Nederland, CO 80466",,1.49E+12,,,#NAME?,Nederland Town Hall,Fri Mar 31 2017 15:52:47 GMT-0700 (Pacific Daylight Time),Fri Mar 31 2017,39.9647048,http://polis.house.gov/calendar/eventsingle.aspx?EventID=398318,,-105.5122129,Town Hall,,,,,1:00 PM,portcullis@gmail.com,13:00:00,12:00:00,MDT,4/9/2017,America/Denver
#NAME?,,Sat Apr 08 2017,CA-4,Del Oro High School,Tom McClintock,https://mcclintock.house.gov/about/events/town-hall-meeting-in-loomis,Republican,,California,,10:00 AM,,"3301 Taylor Rd, Loomis, CA 95650",,1.49E+12,,,#NAME?,Loomis Town Hall,1.49E+12,Fri Mar 31 2017,38.8312317,https://mcclintock.house.gov/about/events/town-hall-meeting-in-loomis,,-121.1846047,Town Hall,,,,,:undefined AM,,:00:undefined,10:00:00,PDT,4/8/2017,America/Los_Angeles
#NAME?,,Sat Apr 08 2017,CA-11,Nick Rodriguez Community Center Theater,Mark DeSaulnier,https://www.facebook.com/events/732852300219186/,Democratic,,California,,10:30 AM,,"213 F St, Antioch, CA 94509",,1.49E+12,,,#NAME?,Joint Town hall with Representatives DeSaulnier and McNerney,1.49E+12,Fri Mar 31 2017,38.016529,https://www.facebook.com/events/732852300219186/,Facebook link,-121.8123081,Town Hall,,,,,1:30 PM,,13:30:00,10:30:00,PDT,4/8/2017,America/Los_Angeles
#NAME?,,Sat Apr 08 2017,CA-9,Nick Rodriguez Community Center Theater,Jerry McNerney,https://www.facebook.com/events/732852300219186/,Democratic,,California,,10:30 AM,,"213 F St, Antioch, CA 94509",,1.49E+12,,,#NAME?,Joint Town hall with Representatives DeSaulnier and McNerney,1.49E+12,Fri Mar 31 2017,38.016529,https://www.facebook.com/events/732852300219186/,Facebook event page,-121.8123081,Town Hall,,,,,1:30 PM,,13:30:00,10:30:00,PDT,4/8/2017,America/Los_Angeles
#NAME?,,Mon Apr 10 2017,WI-6,Valders Community Center,Glenn Grothman,,Republican,,Wisconsin,,2:00 PM,,"420 N Liberty St, Valders, WI 54245",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,44.0695747,,,-87.88189,,,,,,:undefined AM,,:00:undefined,14:00:00,CDT,4/10/2017,America/Chicago
#NAME?,,Fri Apr 07 2017,WI-05,Rubicon Town Hall,Jim Sensenbrenner,,Republican,,Wisconsin,,9:00 AM,,"N3864 Co Rd P, Rubicon, WI 53078",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,43.332076,,,-88.457609,Town Hall,,,,,,,,9:00:00,CDT,4/7/2017,America/Chicago
#NAME?,,Fri Apr 07 2017,WI-05,Neosho Village Hall,Jim Sensenbrenner,,Republican,,Wisconsin,,9:45 AM,,"210 S Schuyler St, Neosho, WI 53059",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,43.3102662,,,-88.5187455,Town Hall,,,,,,,,9:45:00,CDT,4/7/2017,America/Chicago
#NAME?,,Fri Apr 07 2017,WI-05,Lebanon Town Hall,Jim Sensenbrenner,,Republican,,Wisconsin,,10:30 AM,,"N1738 County Road E, Watertown, WI 53098",TRUE,1.49E+12,,TRUE,#NAME?,,Fri Mar 31 2017 19:44:55 GMT-0700 (Pacific Daylight Time),Fri Mar 31 2017,43.256747,,,-88.685825,Town Hall,,,,,,portcullis@gmail.com,,10:30:00,CDT,4/7/2017,America/Chicago
#NAME?,,Sat Apr 08 2017,WI-05,Waukesha City Hall,Jim Sensenbrenner,,Republican,,Wisconsin,,9:00 AM,,"201 Delafield St, Waukesha, WI 53188",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,43.0154068,,,-88.2346077,Town Hall,,,,,,,,9:00:00,CDT,4/8/2017,America/Chicago
#NAME?,,Sat Apr 08 2017,WI-05,Slinger Village Hall,Jim Sensenbrenner,,Republican,,Wisconsin,,1:00 PM,,"300 Slinger Rd, Slinger, WI 53086",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,43.3279562,,,-88.2804251,Town Hall,,,,,,,,13:00:00,CDT,4/8/2017,America/Chicago
#NAME?,,Sun Apr 09 2017,WI-05,Sussex Civic Center,Jim Sensenbrenner,,Republican,,Wisconsin,,1:30 PM,,"N64W23760 Main St, Sussex, WI 53089",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,43.1343322,,,-88.2199167,Town Hall,,,,,,,,13:30:00,CDT,4/9/2017,America/Chicago
#NAME?,,Mon Apr 10 2017,WI-05,Lowell Village Hall,Jim Sensenbrenner,,Republican,,Wisconsin,,9:00 AM,,"105 N River St, Lowell, WI 53557",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,43.340083,,,-88.82102,Town Hall,,,,,,,,9:00:00,CDT,4/10/2017,America/Chicago
#NAME?,,Mon Apr 10 2017,WI-05,"Reeseville Village Hall, ",Jim Sensenbrenner,,Republican,,Wisconsin,,9:45 AM,,"206 S Main St, Reeseville, WI 53579",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,43.3032333,,,-88.8465613,Town Hall,,,,,,,,9:45:00,CDT,4/10/2017,America/Chicago
#NAME?,,Mon Apr 10 2017,WI-05,Clyman Village Hall,Jim Sensenbrenner,,Republican,,Wisconsin,,10:30 AM,,"713 Morgan St, Juneau, WI 53039",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,43.3106479,,,-88.7177582,Town Hall,,,,,,,,10:30:00,CDT,4/10/2017,America/Chicago
#NAME?,,Mon Apr 10 2017,WI-05,Hustisford Village Hall,Jim Sensenbrenner,,Republican,,Wisconsin,,11:15 AM,,"210 S Lake St, Mundelein, IL 60060",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,42.25893,,,-88.004395,Town Hall,,,,,,,,11:15:00,CDT,4/10/2017,America/Chicago
#NAME?,,Mon Apr 10 2017,WI-05,Iron Ridge Community Center,Jim Sensenbrenner,,Republican,,Wisconsin,,12:45 PM,,"205 Park St, Iron Ridge, WI 53035",,1.49E+12,,,#NAME?,,1.49E+12,Fri Mar 31 2017,43.4028833,,,-88.5343713,Town Hall,,,,,,,,12:45:00,CDT,4/10/2017,America/Chicago
-KgamcfBDAzIjD2LEqR-,,Mon Apr 10 2017,WI-05,Menomonee Falls Village Hall,Jim Sensenbrenner,,Republican,,Wisconsin,,7:00 PM,,"W156N8480 Pilgrim Rd, Menomonee Falls, WI 53051",,1.49E+12,,,-KgamcfBDAzIjD2LEqR-,,1.49E+12,Fri Mar 31 2017,43.1734293,,,-88.1021018,Town Hall,,,,,,,,19:00:00,CDT,4/10/2017,America/Chicago
#NAME?,,Tue Apr 04 2017,KY-6,Bath County Courthouse,Andy Barr,,Republican,,Kentucky,,9:00 AM,,"17 W Main St, Owingsville, KY 40360",,1.49E+12,,,#NAME?,Mobile Office Hours,1.49E+12,Fri Mar 31 2017,38.1444453,,,-83.7643393,Office Hours,,,First Tuesday of Every Month,,10:00 AM,,10:00:00,9:00:00,EDT,4/4/2017,America/New_York
#NAME?,,Tue Apr 04 2017,KY-6,Fleming County Courthouse,Andy Barr,,Republican,,Kentucky,,1:00 PM,,"201 Court Square, Flemingsburg, KY 41041",,1.49E+12,,,#NAME?,District Office Hours,1.49E+12,Fri Mar 31 2017,38.4222995,,,-83.7338075,Office Hours,,,First Tuesday of Every Month,,2:00 PM,,14:00:00,13:00:00,EDT,4/4/2017,America/New_York
#NAME?,,Wed Apr 05 2017,KY-6,Wolfe County Courthouse,Andy Barr,,Republican,,Kentucky,,9:00 AM,,"10 Court St, Campton, KY 41301",,1.49E+12,,,#NAME?,District Office Hours,1.49E+12,Fri Mar 31 2017,37.7350888,,,-83.5468448,Office Hours,,,First Wednesday of every Month,,10:00 AM,,10:00:00,9:00:00,EDT,4/5/2017,America/New_York
#NAME?,,Wed Apr 05 2017,KY-6,Menifee County Courthouse,Andy Barr,,Republican,,Kentucky,,1:00 PM,,"Main St, Frenchburg, KY 40322",,1.49E+12,,,#NAME?,District Office Hours,1.49E+12,Fri Mar 31 2017,37.9511817,,,-83.6412709,Office Hours,,,First Wednesday of every Month,,2:00 PM,,14:00:00,13:00:00,EDT,4/5/2017,America/New_York
#NAME?,,Wed Apr 05 2017,KY-6,Clark County-Winchester City Hall,Andy Barr,,Republican,,Kentucky,,3:00 PM,,"32 Wall St, Winchester, KY 40391",,1.49E+12,,,#NAME?,District Office Hours,1.49E+12,Fri Mar 31 2017,37.9931602,,,-84.1780795,Office Hours,,,First Wednesday of every Month,,4:00 PM,,16:00:00,15:00:00,EDT,4/5/2017,America/New_York
#NAME?,,Thu Apr 06 2017,MD-4,Hoyer Early Education Center,Anthony Brown,Please note that Congress will still be in session and Rep. Brown's appearance will be subject to the House schedule.,Democratic,,Maryland,,7:00 PM,,"2300 Belleview Ave, Cheverly, MD 20785",,1.49E+12,,,#NAME?,Progressive Cheverly Town Hall Forum,1.49E+12,Fri Mar 31 2017,38.919356,https://www.facebook.com/events/759997674155537,,-76.9163842,Town Hall,,,,,9:00 PM,,21:00:00,19:00:00,EDT,4/6/2017,America/New_York
#NAME?,,Sat Apr 08 2017,FL-3,Ridgeview High School,Ted Yoho,,Republican,,Florida,,11:00 AM,,"466 Madison Ave, Orange Park, FL 32065",,1.49E+12,,,#NAME?,Town Hall Discussion in Orange Park,1.49E+12,Sun Apr 02 2017,30.1321972,https://www.facebook.com/events/1913746948912599/,Facebook event,-81.7941472,Town Hall,,,,,12:00 PM,,12:00:00,11:00:00,EDT,4/8/2017,America/New_York
#NAME?,,Thu Apr 13 2017,AR-3,NWACC- NW AR Community College- White Auditorium,Steve Womack,,Republican,,Arkansas,,5:30 PM,,"1 College Dr, Bentonville, AR 72712",,1.49E+12,,,#NAME?,,1.49E+12,Sun Apr 02 2017,36.3594912,https://www.facebook.com/events/1879053242310834/,Facebook event,-94.1724166,Town Hall,,,,,7:00 PM,,19:00:00,17:30:00,CDT,4/13/2017,America/Chicago
#NAME?,,Tue Apr 11 2017,AR-3,Durand Center,Steve Womack,,Republican,,Arkansas,,5:30 PM,,"303 N Main St, Harrison, AR 72601",,1.49E+12,,,#NAME?,,1.49E+12,Sun Apr 02 2017,36.2326224,https://www.facebook.com/events/192638197893782/,Facebook event,-93.1068643,Town Hall,,,,,7:00 PM,,19:00:00,17:30:00,CDT,4/11/2017,America/Chicago
#NAME?,,Wed Apr 12 2017,AR-3,Van Buren School District Fine Arts Center,Steve Womack,,Republican,,Arkansas,,5:30 PM,,"2001 Pointer Trail, Van Buren, AR 72956",,1.49E+12,,,#NAME?,,1.49E+12,Sun Apr 02 2017,35.459365,https://www.facebook.com/events/1469192649766939/,Facebook event,-94.337721,Town Hall,,,,,7:00 PM,,19:00:00,17:30:00,CDT,4/12/2017,America/Chicago
#NAME?,,Mon Apr 10 2017,AR-3,Arkansas Tech University Campus,Steve Womack,,Republican,,Arkansas,,5:30 AM,,"1605 N Coliseum Dr, Russellville, AR 72801",,1.49E+12,,,#NAME?,,1.49E+12,Sun Apr 02 2017,35.295353,https://www.facebook.com/events/1832345583695991/,Facebook event,-93.1332843,Town Hall,,,,,7:00 PM,,19:00:00,5:30:00,CDT,4/10/2017,America/Chicago
#NAME?,,Mon Apr 17 2017,IL-5,Irish American Heritage Center,Mike Quigley,Jan Schakowsky will also be attending.,Democratic,,Illinois,,6:15 PM,,"4626 N Knox Ave, Chicago, IL 60630",,1.49E+12,,,#NAME?,,1.49E+12,Sun Apr 02 2017,41.9653221,https://www.facebook.com/events/643898879138884/,,-87.7445799,Town Hall,,,,,8:15 PM,,20:15:00,18:15:00,CDT,4/17/2017,America/Chicago
#NAME?,,Mon Apr 17 2017,IL-9,Irish American Heritage Center,Janice Schakowsky,Mike Quigley will also be attending,Democratic,,Illinois,,6:15 PM,,"4626 N Knox Ave, Chicago, IL 60630",,1.49E+12,,FALSE,#NAME?,,1.49E+12,Sun Apr 02 2017,41.9653221,,,-87.7445799,Town Hall,,,,,8:15 PM,,20:15:00,18:15:00,CDT,4/17/2017,America/Chicago
#NAME?,,Thu Apr 13 2017,NY-10,Brandeis High School Campus,Jerrold Nadler,"Located between Amsterdam Ave and Columbus Ave. Please RSVP to help deterrmine crowe size. Seating will be first-come, first served. Doors will open at 5:30 pm.",Democratic,,New York,,6:00 PM,,"145 W 84th St, New York, NY 10024",,1.49E+12,,,#NAME?,Town Hall,1.49E+12,Mon Apr 03 2017,40.7859536,https://docs.google.com/forms/d/e/1FAIpQLSd7DvftLIh4t5PbrEZ6P9fSdgn7S3TUvYb230jIUgdxqxvWTA/viewform?c=0&w=1,RSVP,-73.9740725,Town Hall,,,,,8:00 PM,,20:00:00,18:00:00,EDT,4/13/2017,America/New_York
#NAME?,,Thu Apr 13 2017,9,Southwest Virginia Technology Development Center,Morgan Griffith,,Republican,,Virginia,,10:00 AM,,"141 Highland Dr, Lebanon, VA 24266",,1.49E+12,,,#NAME?,,1.49E+12,Mon Apr 03 2017,36.906185,http://morgangriffith.house.gov/constituentservices/travelingstaffofficehours.htm,,-82.0685629,Office Hours,,,,,12:00 PM,,12:00:00,10:00:00,EDT,4/13/2017,America/New_York
#NAME?,,Thu Apr 13 2017,9,Town of Bluefield Council Chambers,Morgan Griffith,,Republican,,Virginia,,2:00 PM,,"112 Huffard Dr, Bluefield, VA 24605",,1.49E+12,,,#NAME?,,1.49E+12,Mon Apr 03 2017,37.2352579,http://morgangriffith.house.gov/constituentservices/travelingstaffofficehours.htm,,-81.2636579,Office Hours,,,,,4:00 PM,,16:00:00,14:00:00,EDT,4/13/2017,America/New_York
#NAME?,,Thu Apr 13 2017,9,Galax Municipal Building Conference Room,Morgan Griffith,,Republican,,Virginia,,2:00 PM,,"111 E Grayson St, Galax, VA 24333",,1.49E+12,,,#NAME?,,1.49E+12,Mon Apr 03 2017,36.662065,http://morgangriffith.house.gov/constituentservices/travelingstaffofficehours.htm,,-80.9240718,Office Hours,,,,,4:00 PM,,16:00:00,14:00:00,EDT,4/13/2017,America/New_York
#NAME?,,Tue Apr 18 2017,9,Carroll County Administration Building Board of Supervisors Room,Morgan Griffith,,Republican,,Virginia,,10:00 AM,,"605 Pine St, Hillsville, VA 24343",,1.49E+12,,,#NAME?,,1.49E+12,Mon Apr 03 2017,36.7673792,http://morgangriffith.house.gov/constituentservices/travelingstaffofficehours.htm,,-80.7360059,Office Hours,,,,,12:00 PM,,12:00:00,10:00:00,EDT,4/18/2017,America/New_York
#NAME?,,Tue Apr 18 2017,9,Town of Floyd Offices,Morgan Griffith,,Republican,,Virginia,,2:00 PM,,"134 Wilson St SE, Floyd, VA 24091",,1.49E+12,,,#NAME?,,1.49E+12,Mon Apr 03 2017,36.910963,http://morgangriffith.house.gov/constituentservices/travelingstaffofficehours.htm,,-80.3172884,Office Hours,,,,,4:00 PM,,16:00:00,14:00:00,EDT,4/18/2017,America/New_York
#NAME?,,Wed Apr 19 2017,9,Bassett Historical Center,Morgan Griffith,,Republican,,Virginia,,10:00 AM,,"3964 Fairystone Park Hwy, Bassett, VA 24055",,1.49E+12,,,#NAME?,,1.49E+12,Mon Apr 03 2017,36.7633634,http://morgangriffith.house.gov/constituentservices/travelingstaffofficehours.htm,,-79.9957117,Office Hours,,,,,12:00 PM,,12:00:00,10:00:00,EDT,4/19/2017,America/New_York
#NAME?,,Mon Apr 10 2017,SC-7,J.L. Leonard's Restaurant (formely Chelsea Jo's),Tom Rice,,Republican,,South Carolina,,10:45 AM,,"3010 US-17 BUS, Murrells Inlet, SC 29576",,1.49E+12,,,#NAME?,Coffee with your Congressman,1.49E+12,Mon Apr 03 2017,33.5850758,,http://rice.house.gov/media-center/press-releases/rice-announces-coffee-with-your-congressman-events,-79.0136968,Town Hall,,,,,11:45 AM,,11:45:00,10:45:00,EDT,4/10/2017,America/New_York
#NAME?,,Wed Apr 19 2017,9,Bland County Courthouse Admin. Office Room 200,Morgan Griffith,,Republican,,Virginia,,10:00 AM,,"612 Main St, Bland, VA 24315",,1.49E+12,,,#NAME?,,1.49E+12,Mon Apr 03 2017,37.100096,http://morgangriffith.house.gov/constituentservices/travelingstaffofficehours.htm,,-81.1146219,Office Hours,,,,,12:00 PM,,12:00:00,10:00:00,EDT,4/19/2017,America/New_York
#NAME?,,Tue Apr 11 2017,SC-7,Four Points 66 Mini Mart: SC-9,Tom Rice,,Republican,,South Carolina,,11:30 AM,,"Lake View, SC 29563",,1.49E+12,,FALSE,#NAME?,Coffee with your Congressman,1.49E+12,Mon Apr 03 2017,34.3433146,http://rice.house.gov/media-center/press-releases/rice-announces-coffee-with-your-congressman-events,,-79.1709,Office Hours,,,,,12:30 PM,,12:30:00,11:30:00,EDT,4/11/2017,America/New_York
#NAME?,,Tue Apr 11 2017,SC-7,Clio Town Hall,Tom Rice,,Republican,,South Carolina,,3:30 PM,,"101 State Rd S-35-225, Clio, SC 29525",,1.49E+12,,FALSE,#NAME?,Coffee with your Congressman,1.49E+12,Mon Apr 03 2017,34.5760135,http://rice.house.gov/media-center/press-releases/rice-announces-coffee-with-your-congressman-events,,-79.5444899,Office Hours,,,,,4:30 PM,,16:30:00,15:30:00,EDT,4/11/2017,America/New_York
#NAME?,,Wed Apr 19 2017,9,Wythe County Sheriff's Office Conference Room,Morgan Griffith,,Republican,,Virignia,,2:00 PM,,"245 S 4th St, Wytheville, VA 24382",,1.49E+12,,,#NAME?,,1.49E+12,Mon Apr 03 2017,36.9470239,http://morgangriffith.house.gov/constituentservices/travelingstaffofficehours.htm,,-81.0842955,Office Hours,,,,,4:00 PM,,16:00:00,14:00:00,EDT,4/19/2017,America/New_York
#NAME?,,Tue Apr 11 2017,SC-7,Bill's Grill,Tom Rice,,Republican,,South Carolina,,6:00 PM,,"359 US-1, Patrick, SC 29584",,1.49E+12,,,#NAME?,Coffee with your Congressman,1.49E+12,Mon Apr 03 2017,34.5790471,http://rice.house.gov/media-center/press-releases/rice-announces-coffee-with-your-congressman-events,,-80.0380119,Office Hours,,,,,7:00 PM,,19:00:00,18:00:00,EDT,4/11/2017,America/New_York
#NAME?,,Wed Apr 12 2017,SC-7,Crema Coffee,Tom Rice,,Republican,,South Carolina,,3:30 PM,,"136 W Carolina Ave, Hartsville, SC 29550",,1.49E+12,,,#NAME?,Coffee with your Congressman,1.49E+12,Mon Apr 03 2017,34.3736985,http://rice.house.gov/media-center/press-releases/rice-announces-coffee-with-your-congressman-events,,-80.0747925,Office Hours,,,,,4:30 PM,,16:30:00,15:30:00,EDT,4/12/2017,America/New_York
#NAME?,,Wed Apr 19 2017,9,Patrick County Administration Building Conference Room,Morgan Griffith,,Republican,,Virginia,,2:00 PM,,"106 Rucker St, Stuart, VA 24171",,1.49E+12,,,#NAME?,,1.49E+12,Mon Apr 03 2017,36.6422901,http://morgangriffith.house.gov/constituentservices/travelingstaffofficehours.htm,,-80.2713617,Office Hours,,,,,4:00 PM,,16:00:00,14:00:00,EDT,4/19/2017,America/New_York
#NAME?,,Thu Apr 20 2017,9,Clifton Forge Library Conference Room,Morgan Griffith,,Republican,,Virginia,,10:00 AM,,"535 Church St, Clifton Forge, VA 24422",,1.49E+12,,,#NAME?,,1.49E+12,Mon Apr 03 2017,37.8169098,http://morgangriffith.house.gov/constituentservices/travelingstaffofficehours.htm,,-79.8236355,Office Hours,,,,,12:00 PM,,12:00:00,10:00:00,EDT,4/20/2017,America/New_York
#NAME?,,Thu Apr 20 2017,9,Community Services Building Board of Supervisors Meeting Room 2nd Floor,Morgan Griffith,,Republican,,Virginia,,10:00 AM,,"190 Fleming Rd, Gate City, VA 24251",,1.49E+12,,,#NAME?,,1.49E+12,Mon Apr 03 2017,36.6396821,http://morgangriffith.house.gov/constituentservices/travelingstaffofficehours.htm,,-82.5723201,Office Hours,,,,,12:00 PM,,12:00:00,10:00:00,EDT,4/20/2017,America/New_York
#NAME?,,Thu Apr 20 2017,9,Big Stone Gap Federal Courthouse 3rd Floor Room 303,Morgan Griffith,,Republican,,Virginia,,2:00 PM,,"322 Wood Ave E, Big Stone Gap, VA 24219",,1.49E+12,,,#NAME?,,1.49E+12,Mon Apr 03 2017,36.8667695,http://morgangriffith.house.gov/constituentservices/travelingstaffofficehours.htm,,-82.7753638,Office Hours,,,,,4:00 PM,,16:00:00,14:00:00,EDT,4/20/2017,America/New_York
#NAME?,,Thu Apr 20 2017,9,Pulaski County Library,Morgan Griffith,,Republican,,Virginia,,2:00 PM,,"60 3rd St NW, Pulaski, VA 24301",,1.49E+12,,,#NAME?,,1.49E+12,Mon Apr 03 2017,37.0491849,http://morgangriffith.house.gov/constituentservices/travelingstaffofficehours.htm,,-80.7813694,Office Hours,,,,,4:00 PM,,16:00:00,14:00:00,EDT,4/20/2017,America/New_York
#NAME?,,Thu Apr 27 2017,9,Lee County Sheriff's Office,Morgan Griffith,,Republican,,Virginia,,10:00 AM,,"33640 Main St, Jonesville, VA 24263",,1.49E+12,,,#NAME?,,1.49E+12,Mon Apr 03 2017,36.6887562,http://morgangriffith.house.gov/constituentservices/travelingstaffofficehours.htm,,-83.1119833,Office Hours,,,,,12:00 PM,,12:00:00,10:00:00,EDT,4/27/2017,America/New_York
