,description,google_link,link,name,thumbnail
187,"This group exists for Baltimore residents who care about the world we share and 
are willing to put in the effort to resist the Trump Agenda. If you are sick of ...",http://www.google.com/url?q=https://www.meetup.com/Indivisible-Baltimore/member/218814619/&sa=U&ved=0ahUKEwjY0bflsOvSAhVr1oMKHRGYA-8QFggeMAI&usg=AFQjCNFFi5wGYVloKR70qsgA47R2v2jPTA,https://www.meetup.com/Indivisible-Baltimore/member/218814619/,"Greg - Indivisible Baltimore- Downtown Area (Baltimore, MD) | Meetup",
188,"""Indivisible Baltimore Weekly Action for Week of Feb 20!!! Three of the Maryland 
delegation are considering holding a town hall on March 4 (to detract from the ...",http://www.google.com/url?q=https://www.facebook.com/Indivisible-Baltimore-576019439255676/&sa=U&ved=0ahUKEwjY0bflsOvSAhVr1oMKHRGYA-8QFggjMAM&usg=AFQjCNEO5YCTiReIiYY_qsrr65Btwth35A,https://www.facebook.com/Indivisible-Baltimore-576019439255676/,Indivisible Baltimore | Facebook,
189,"Womens March 2017 - Maryland Indivisible Chapter. 354 likes · 14 talking about 
this. Maryland women (and men) stand united to speak out for injustices...",http://www.google.com/url?q=https://www.facebook.com/MarylandINDIVISIBLE/&sa=U&ved=0ahUKEwjY0bflsOvSAhVr1oMKHRGYA-8QFggoMAQ&usg=AFQjCNF-pBRcs8Sng37KhN4C3Ip6fpGZuA,https://www.facebook.com/MarylandINDIVISIBLE/,Womens March 2017 - Maryland Indivisible Chapter | Facebook,
190,"Womens March 2017 - Maryland Indivisible Chapter. 346 likes · 17 ... Wed 3:00 
PM EST · Peoples Park across from 2011 N. Charles St., Baltimore. 1 person ...",http://www.google.com/url?q=https://www.facebook.com/MarylandINDIVISIBLE/%3Fref%3Dpage_internal%26hc_ref%3DPAGES_TIMELINE%26fref%3Dnf&sa=U&ved=0ahUKEwjY0bflsOvSAhVr1oMKHRGYA-8QFggtMAU&usg=AFQjCNFJOX91P3wwyO8gORDPc1chlfjG1A,https://www.facebook.com/MarylandINDIVISIBLE/?ref=page_internal&hc_ref=PAGES_TIMELINE&fref=nf,Womens March 2017 - Maryland Indivisible Chapter | Facebook,
191,"Washington, DC, 20510. Tel: 202.224.4524. Fax: 202.224.1651. Baltimore Office 
100 South Charles Street Tower 1, Suite 1710. Baltimore, MD, 21201",http://www.google.com/url?q=http://www.indivisiblemd.org/md-representatives.html&sa=U&ved=0ahUKEwjY0bflsOvSAhVr1oMKHRGYA-8QFggyMAY&usg=AFQjCNGiWpUtwPZcer0TaWsdvmctonEodQ,http://www.indivisiblemd.org/md-representatives.html,MD Representatives - Indivisible MD,
194,"Check out this example from Baltimore, Maryland: Baltimore Opportunity Map 
Legend Baltimore Opportunity Map Baltimore Poverty Baltimore Segregation.",http://www.google.com/url?q=https://www.indivisible.us/opportunity-mapping/&sa=U&ved=0ahUKEwjY0bflsOvSAhVr1oMKHRGYA-8QFghCMAk&usg=AFQjCNFNlxA_U1UdCMAojFYUjuf-Kk2UpQ,https://www.indivisible.us/opportunity-mapping/,We can map opportunities. And make change. - Indivisible,
200,"Join and follow the Texas Indivisible movement. ... Texas Indivisible shared 
RefuseFascism.org's event. ... Thu 5:00 PM MDT · San Jacinto Plaza · El Paso, 
TX.",http://www.google.com/url?q=https://www.facebook.com/TexasIndivisible/&sa=U&ved=0ahUKEwjY3trlsOvSAhUa8YMKHZ70AmAQFggvMAU&usg=AFQjCNHU3arXKgjyCcFP0qLqrO8Iq6Ajqg,https://www.facebook.com/TexasIndivisible/,Texas Indivisible | Facebook,
201,"Indivisible DFW, Dallas, Texas. ... Remove. Colleen Martindale He was my city 
rep when I lived in El Paso. .... Indivisible DFW shared Texas Tribune's live video.",http://www.google.com/url?q=https://www.facebook.com/indivisibleDFW/&sa=U&ved=0ahUKEwjY3trlsOvSAhUa8YMKHZ70AmAQFgg0MAY&usg=AFQjCNH9aTpJw9fzmUAedaHqsyQIaJrhEw,https://www.facebook.com/indivisibleDFW/,Indivisible DFW | Facebook,
202,"Texas Indivisible. 331 likes · 356 talking about this. Join and follow the Texas 
Indivisible movement.",http://www.google.com/url?q=https://www.facebook.com/TexasIndivisible/app/190322544333196/%3Fref%3Dpage_internal&sa=U&ved=0ahUKEwjY3trlsOvSAhUa8YMKHZ70AmAQFgg5MAc&usg=AFQjCNGa2WUhAPU2EKth7qsjIcC8REcChw,https://www.facebook.com/TexasIndivisible/app/190322544333196/?ref=page_internal,Texas Indivisible - Get Involved | Facebook,
203,"INDIVISIBLE A PRACTICAL GUIDE FOR RESISTING THE TRUMP AGENDA 
Former congressional staffers reveal best practices for making Congress listen.",http://www.google.com/url?q=https://www.meetup.com/INDIVISIBLE-Boston-taking-on-Trump/&sa=U&ved=0ahUKEwi84oDmsOvSAhVM_IMKHYTBDVAQFggUMAA&usg=AFQjCNFUPLddsZQySl-8KecPsEMKoG98Rg,https://www.meetup.com/INDIVISIBLE-Boston-taking-on-Trump/,"INDIVISIBLE Boston taking on Trump (Somerville, MA) | Meetup",
204,Indivisible Boston. 170 likes · 6 talking about this. Community Organization.,http://www.google.com/url?q=https://www.facebook.com/Indivisible-Boston-252370805199742/&sa=U&ved=0ahUKEwi84oDmsOvSAhVM_IMKHYTBDVAQFggZMAE&usg=AFQjCNF7QnoOHZ6-Irwp0Fqpyt1_emI5yA,https://www.facebook.com/Indivisible-Boston-252370805199742/,Indivisible Boston | Facebook,
208,"Welcome to the Boston Resistance. ""The price of apathy towards ... Can Help the 
Resistance: Contact Your Representative - Info on all Massachusetts districts.",http://www.google.com/url?q=http://indivisibleboston.com/&sa=U&ved=0ahUKEwi84oDmsOvSAhVM_IMKHYTBDVAQFggtMAU&usg=AFQjCNG7KpYeYJAOZwBzxa8EOIbBYXYFMA,http://indivisibleboston.com/,Indivisible Boston | Welcome to the Boston Resistance,
215,"THE WISCONSIN RESISTANCE ... Indivisible Wisconsin is a grassroots group of 
citizens inspired by the the principles of the .... (414) 276-7282 (Milwaukee, WI)",http://www.google.com/url?q=https://www.indivisiblewi.com/&sa=U&ved=0ahUKEwjyuqPmsOvSAhUg0IMKHZdGCHUQFgggMAI&usg=AFQjCNH1M8I18xvYljso1kWdXtl7QgUiww,https://www.indivisiblewi.com/,Indivisible Wisconsin,
216,"Wisconsin Indivisible tells Wisconsin citizens what their federal ... in America, 
Senator Baldwin visited JCC Milwaukee to offer support for the Jewish 
community.",http://www.google.com/url?q=https://www.facebook.com/Wisconsin-Indivisible-565293740337112/&sa=U&ved=0ahUKEwjyuqPmsOvSAhUg0IMKHZdGCHUQFgglMAM&usg=AFQjCNE69GjOawRXYu7-tPtx6rFS9MhTFA,https://www.facebook.com/Wisconsin-Indivisible-565293740337112/,Wisconsin Indivisible | Facebook,
223,"If you do not see one that fits with you listed here, check out Indivisible, to see if 
there ... Denver. Acting On Fact Denver, CO 80220. C.A.P.E. Denver - Community
 ...",http://www.google.com/url?q=https://indivisiblecolorado.net/indivco/&sa=U&ved=0ahUKEwiT4MPmsOvSAhVr4oMKHWduDj8QFggUMAA&usg=AFQjCNFULhBCRWNBab3s9O3_lUiKvi8G4A,https://indivisiblecolorado.net/indivco/,Indivisible Colorado Groups — Indivisible Colorado,
224,"Indivisible Denver. Public. · Hosted by Eric Shumake ... pin. Show Map. Hide Map
. First Unitarian Society of Denver. 1400 Lafayette St, Denver, Colorado 80218 ...",http://www.google.com/url?q=https://www.facebook.com/events/962258957239807/&sa=U&ved=0ahUKEwiT4MPmsOvSAhVr4oMKHWduDj8QFggZMAE&usg=AFQjCNFczHE-5kTYMGGNvcT1CRVlU0XyHg,https://www.facebook.com/events/962258957239807/,Indivisible Denver - Facebook,
225,"Check out these amazing photos from today's event in Denver. Image may 
contain: 1 person, crowd and outdoor. Image may contain: sky, cloud and outdoor
.",http://www.google.com/url?q=https://www.facebook.com/Indivisible-Colorado-1657890197845136/&sa=U&ved=0ahUKEwiT4MPmsOvSAhVr4oMKHWduDj8QFggeMAI&usg=AFQjCNFT0USHm8ZZELAfVQx6mznk9Pab9w,https://www.facebook.com/Indivisible-Colorado-1657890197845136/,Indivisible Colorado | Facebook,
231,5 days ago ... This is a group working in Colorado's Congressional District ...,http://www.google.com/url?q=https://www.meetup.com/Indivisible-Denver-CD1/&sa=U&ved=0ahUKEwiT4MPmsOvSAhVr4oMKHWduDj8QFgg-MAg&usg=AFQjCNF5gmPKagqmWromyFFgPUoSAZTtag,https://www.meetup.com/Indivisible-Denver-CD1/,"Indivisible Denver CD1 (Denver, CO) | Meetup",
233,"Local chapter of the national ""Indivisible"" movement created to respond and ... in 
Washington, D.C. For last year's event highlights and advocacy resources, ...",http://www.google.com/url?q=https://www.facebook.com/IndivisibleSeattleChapter/&sa=U&ved=0ahUKEwjUh-PmsOvSAhWHxYMKHftnAX4QFggUMAA&usg=AFQjCNEhKbZM3blOiAtW9FIL8nXcLI9JjQ,https://www.facebook.com/IndivisibleSeattleChapter/,Indivisible Seattle | Facebook,
234,"Indivisible North Seattle through its ACA Committee is sponsoring a RALLY on 
Friday March ... Mar 24 - Mar 25 · Congresswoman Suzan Delbene · Bothell, WA.",http://www.google.com/url?q=https://www.facebook.com/indivisiblenorthseattle/&sa=U&ved=0ahUKEwjUh-PmsOvSAhWHxYMKHftnAX4QFggZMAE&usg=AFQjCNElNoitcDo0gRoytO1JbG86mOJNyQ,https://www.facebook.com/indivisiblenorthseattle/,Indivisible North Seattle | Facebook,
235,"Feb 19, 2017 ... 4th General Members Meeting of Indivisible North Seattle Group. On February 19
, 2017, Indivisible North Seattle will hold its 4th general ...",http://www.google.com/url?q=https://www.indivisiblewa.com/events/2017/2/19/indivisible-north-seattle-general-meeting&sa=U&ved=0ahUKEwjUh-PmsOvSAhWHxYMKHftnAX4QFggeMAI&usg=AFQjCNEgxkrTPn6Ic9VI2kT4Wg4ehlmTNg,https://www.indivisiblewa.com/events/2017/2/19/indivisible-north-seattle-general-meeting,Indivisible North Seattle General Meeting — INDIVISIBLE WA,
236,This group is for people who want to be part of a Tea Party for the left and ...,http://www.google.com/url?q=https://www.meetup.com/Indivisible-North-Seattle/&sa=U&ved=0ahUKEwjUh-PmsOvSAhWHxYMKHftnAX4QFggkMAM&usg=AFQjCNEGdeqCNwWOU8t4KCnLNUUvu_QTgw,https://www.meetup.com/Indivisible-North-Seattle/,"Indivisible North Seattle (Seattle, WA) | Meetup",
243,"See more of Indivisible Middle Tennessee by logging into Facebook. Message ... 
Sun 2:00 PM CDT · 521 Central Ave, Nashville, TN 37211-2226, United States.",http://www.google.com/url?q=https://www.facebook.com/IndivisibleMiddleTennessee/&sa=U&ved=0ahUKEwjNoIznsOvSAhVM0oMKHfSqAJwQFggUMAA&usg=AFQjCNGBu-LZtT-WUupVTO-jJzLM4A_gQg,https://www.facebook.com/IndivisibleMiddleTennessee/,Indivisible Middle Tennessee | Facebook,
244,"See more of Indivisible - resisting the Trump agenda in Nashville by logging into 
.... the Trump agenda in Nashville shared Indivisible Middle Tennessee's video.",http://www.google.com/url?q=https://www.facebook.com/Indivisible-resisting-the-Trump-agenda-in-Nashville-926121450853422/&sa=U&ved=0ahUKEwjNoIznsOvSAhVM0oMKHfSqAJwQFggZMAE&usg=AFQjCNEPqbnFIiLIdGmomgvWECMEHguy2w,https://www.facebook.com/Indivisible-resisting-the-Trump-agenda-in-Nashville-926121450853422/,Indivisible - resisting the Trump agenda in Nashville | Facebook,
245,"We are one of Tennessee's District 3 Indivisible groups, part of a grassroots effort 
to ... Wed 3:00 PM CDT · Metro Nashville Municipal Auditorium · Nashville, TN.",http://www.google.com/url?q=https://www.facebook.com/indivisibletn3/&sa=U&ved=0ahUKEwjNoIznsOvSAhVM0oMKHfSqAJwQFggeMAI&usg=AFQjCNH2o2uMAozzIJ6WOGFRHyyX2mZgXw,https://www.facebook.com/indivisibletn3/,Indivisible TN-3 | Facebook,
247,"INDIVISIBLE AND JUSTICE. Working together to resist the racist, authoritarian, 
and corrupt Trump agenda. Together, we have the power to win.",http://www.google.com/url?q=http://indivisibletennessee.com/&sa=U&ved=0ahUKEwjNoIznsOvSAhVM0oMKHfSqAJwQFggpMAQ&usg=AFQjCNFlNNRmo4FfPsplxwaMIxjMqcZfBw,http://indivisibletennessee.com/,Indivisible Tennessee – Resisting In The Age Of Trump,
253,"The State of Indivisible. So what has Indivisible been up to since our launch? You 
may be surprised. And you may want to get involved. Learn More ...",http://www.google.com/url?q=https://www.indivisible.us/&sa=U&ved=0ahUKEwjjl6_nsOvSAhUU0IMKHaUsBwkQFggUMAA&usg=AFQjCNH29TPsxAgL5mrLUjOvTmLzOnvKwg,https://www.indivisible.us/,Indivisible: Home,
254,"Indivisible Washington. 2673 likes ... Indivisible Washington shared Indivisible 
Guide's post. · Yesterday at ... Main switchboard in DC is 202-224-3121. Rep.",http://www.google.com/url?q=https://www.facebook.com/indivisiblewa/&sa=U&ved=0ahUKEwjjl6_nsOvSAhUU0IMKHaUsBwkQFggeMAE&usg=AFQjCNE6jzHHyLkXCpnlNH-57PuynU2F3g,https://www.facebook.com/indivisiblewa/,Indivisible Washington | Facebook,
255,"Welcome to the Resistance #DoDemocracy INDIVISIBLE WASHINGTON ... that 
our own local Members of U.S. Congress serve as our voice in Washington, DC,
 ...",http://www.google.com/url?q=https://www.indivisiblewa.com/&sa=U&ved=0ahUKEwjjl6_nsOvSAhUU0IMKHaUsBwkQFggjMAI&usg=AFQjCNFYPsaUTeUlTd74RS9ZvimNgXCBBg,https://www.indivisiblewa.com/,INDIVISIBLE WA,
256,"Jan 21, 2017 ... The Women's March on Washington will convene on Saturday, 10:00 am, 
January 21, 2017. The starting point will be the intersection of ...",http://www.google.com/url?q=https://www.indivisiblewa.com/events/2017/1/21/womens-march-on-washington-dc&sa=U&ved=0ahUKEwjjl6_nsOvSAhUU0IMKHaUsBwkQFggsMAM&usg=AFQjCNGJc3wp0sRzSuI9w9vpFqU-1U2GvA,https://www.indivisiblewa.com/events/2017/1/21/womens-march-on-washington-dc,Women's March on Washington (DC) — INDIVISIBLE WA,
265,"See more of Resist Trump - Las Vegas by logging into Facebook. Message this ... 
Resist Trump - Las Vegas shared Indivisible Guide's photo. .... Nevada Sen.",http://www.google.com/url?q=https://www.facebook.com/ResistTrumpLV/&sa=U&ved=0ahUKEwj98tHnsOvSAhXC24MKHeUSBwwQFggeMAI&usg=AFQjCNFfVPfbxqBzNQ1dfUEe_zomCgZUZA,https://www.facebook.com/ResistTrumpLV/,Resist Trump - Las Vegas | Facebook,
267,"Feb 19, 2017 ... Las Vegas, NV Post #: 1. All: If you have not read the Indivisible Book, please visit 
www.indivisibleguide.com and download the PDF. Written by ...",http://www.google.com/url?q=https://www.meetup.com/Resist-Las-Vegas/messages/boards/thread/50614605&sa=U&ved=0ahUKEwj98tHnsOvSAhXC24MKHeUSBwwQFggoMAQ&usg=AFQjCNF74-CEOUFDBBBPKlV-vZ-RDoT5qg,https://www.meetup.com/Resist-Las-Vegas/messages/boards/thread/50614605,"Indivisible - #Resist: Las Vegas (Las Vegas, NV) | Meetup",
278,"The State of Indivisible. So what has Indivisible been up to since our launch? You 
may be surprised. And you may want to get involved. Learn More ...",http://www.google.com/url?q=https://www.indivisible.us/&sa=U&ved=0ahUKEwjy3IfosOvSAhUE0IMKHW_5AOgQFgg9MAg&usg=AFQjCNH29TPsxAgL5mrLUjOvTmLzOnvKwg,https://www.indivisible.us/,Indivisible: Home,
282,"indivisible kentucky. The Progressive movement representing All Kentucky 
Congressional Districts based upon the Indivisible Guide. About us Get the guide
 ...",http://www.google.com/url?q=http://indivisibleky.org/&sa=U&ved=0ahUKEwiYibrosOvSAhXC8YMKHZ_VDRsQFggUMAA&usg=AFQjCNGNow29OpNBbdlhz8aBb0oMMINmKw,http://indivisibleky.org/,Indivisible Kentucky,
283,"Indivisible KY. 3286 likes · 1093 talking about this · 1 was here. Based in 
Louisville, we hold our members of Congress accountable to the principles...",http://www.google.com/url?q=https://www.facebook.com/indivisibleky/&sa=U&ved=0ahUKEwiYibrosOvSAhXC8YMKHZ_VDRsQFggZMAE&usg=AFQjCNFgyXjos8xKQ9pVn_uKEcIkaadKig,https://www.facebook.com/indivisibleky/,Indivisible KY Louisville - Facebook,
290,"Check out Indivisible Kentucky's Facebook page ... #Resist: Louisville · Home · 
Members · Photos ... Indivisible Kentucky's Weekly Rally. February 7 · 11:30 AM.",http://www.google.com/url?q=https://www.meetup.com/Resist-Louisville/events/237509463/&sa=U&ved=0ahUKEwiYibrosOvSAhXC8YMKHZ_VDRsQFghCMAg&usg=AFQjCNEiyAfFX6o9NUSqn0Vc9bRmZZjdfQ,https://www.meetup.com/Resist-Louisville/events/237509463/,Ban Bannon! Indivisible Kentucky's Weekly Rally - #Resist ... - Meetup,
294,"MIDWEST CITY, Okla. – Even though Oklahoma's U.S. Senators chose not to 
hold any public town hall meetings during the legislative break, Indivisible ...",http://www.google.com/url?q=https://www.facebook.com/INDIVISIBLEOK/&sa=U&ved=0ahUKEwjztePosOvSAhUM0oMKHS0xDWYQFggeMAI&usg=AFQjCNHpVMrSxpM155UR3p2trRyMPvnHsg,https://www.facebook.com/INDIVISIBLEOK/,Indivisible Oklahoma | Facebook,
295,"... talking about this. @INDIVISIBLEOK is the statewide page for all Oklahoma 
Indivisible groups resisting the Trump... ... Sat 10:00 AM CST · Oklahoma City, OK
.",http://www.google.com/url?q=https://www.facebook.com/INDIVISIBLEOK/%3Fhc_ref%3DPAGES_TIMELINE%26fref%3Dnf&sa=U&ved=0ahUKEwjztePosOvSAhUM0oMKHS0xDWYQFggjMAM&usg=AFQjCNFDota1RbHNZfR3uJO0JlTWDp1AaA,https://www.facebook.com/INDIVISIBLEOK/?hc_ref=PAGES_TIMELINE&fref=nf,Indivisible Oklahoma | Facebook,
296,"The State of Indivisible. So what has Indivisible been up to since our launch? You 
may be surprised. And you may want to get involved. Learn More ...",http://www.google.com/url?q=https://www.indivisible.us/&sa=U&ved=0ahUKEwjztePosOvSAhUM0oMKHS0xDWYQFggoMAQ&usg=AFQjCNH29TPsxAgL5mrLUjOvTmLzOnvKwg,https://www.indivisible.us/,Indivisible: Home,
303,"Last Wednesday, Indivisible Southern Arizona partnered multiple groups to host 
.... We stand indivisible with our neighbors at the Islamic Center of Tucson and ...",http://www.google.com/url?q=https://www.facebook.com/IndivisibleSouthernArizona/&sa=U&ved=0ahUKEwj8q4bpsOvSAhVr5oMKHRwOCaQQFggZMAE&usg=AFQjCNHkTtS_ZuBM5zsCtqBAuzt0CV938w,https://www.facebook.com/IndivisibleSouthernArizona/,Indivisible Southern Arizona | Facebook,
304,"In coordination with Indivisible Southern Arizona and McSally Take A Stand. ... 
Sun 3:00 PM MST · 13701 E Langtry Ln, Tucson, AZ 85747-9634, United States.",http://www.google.com/url?q=https://www.facebook.com/indivisibleazcd2/&sa=U&ved=0ahUKEwj8q4bpsOvSAhVr5oMKHRwOCaQQFggeMAI&usg=AFQjCNGlkjYT-ZxM94GErqc3ucDt-axhjg,https://www.facebook.com/indivisibleazcd2/,Indivisible Az CD2 | Facebook,
305,"Indivisible - Tucson 4 Justice. 54 likes · 6 talking about this. Indivisible chapter in 
Tucson, Arizona.",http://www.google.com/url?q=https://www.facebook.com/IndivisibleTucson4Justice/&sa=U&ved=0ahUKEwj8q4bpsOvSAhVr5oMKHRwOCaQQFggjMAM&usg=AFQjCNEPb9uANRmERgjUNnbsgJ3ck8jTHQ,https://www.facebook.com/IndivisibleTucson4Justice/,Indivisible - Tucson 4 Justice | Facebook,
309,"Feb 22, 2017 ... The Indivisible Guide was written in response to Trump's election by a group of 
former congressional staffers who ""reveal best practices for ...",http://www.google.com/url?q=https://www.meetup.com/Resist-Tucson/events/237869212/&sa=U&ved=0ahUKEwj8q4bpsOvSAhVr5oMKHRwOCaQQFgg3MAc&usg=AFQjCNGm7iuCWhWwQlBkZIHnbeQnKCL87w,https://www.meetup.com/Resist-Tucson/events/237869212/,Indivisible Southern Arizona 101 - an Introduction - #Resist: Tucson ...,
312,"http://www.indivisibleatl.org/ ... Indivisible Atlanta shared MoveOn.org's video. ... 
Indivisible Atlanta shared Donna McLeod for GA House District 105's photo.",http://www.google.com/url?q=https://www.facebook.com/indivisibleatlanta/&sa=U&ved=0ahUKEwjn_6XpsOvSAhWT2YMKHZbiBIUQFggUMAA&usg=AFQjCNESxXJFqHuYX2VSf_DylngXt6gbfw,https://www.facebook.com/indivisibleatlanta/,Indivisible Atlanta | Facebook,
314,"For more about Indivisible Georgia, click here. Click here to find your district. 
Click here for an overview of Georgia congressmen. For detailed information 
about ...",http://www.google.com/url?q=http://indivisible-ga.org/&sa=U&ved=0ahUKEwjn_6XpsOvSAhWT2YMKHZbiBIUQFggeMAI&usg=AFQjCNGmi68lcHK35Q4OW2JCzJUl6zQzpA,http://indivisible-ga.org/,Indivisible Georgia,
321,"Liberal minds in North Atlanta 1,367 Needles | Roswell, GA · DC Democratic .... 
CA · Indivisible: Narberth and Beyond: Progressives Resist Trump 120 Members
 ...",http://www.google.com/url?q=https://www.meetup.com/topics/grassrootsprog/all/&sa=U&ved=0ahUKEwjn_6XpsOvSAhWT2YMKHZbiBIUQFghFMAk&usg=AFQjCNEaCGLaZlOcEOIr2D8mY-Y9-5MyDQ,https://www.meetup.com/topics/grassrootsprog/all/,All Grassroots Progressives Meetups - Meetup,
326,"Feb 8, 2017 ... Second meeting of local Indivisible group. First meeting had around 100 
attendees, according to organizers. Facebook event here: ...",http://www.google.com/url?q=https://www.meetup.com/Resist-Albuquerque/events/237516326/&sa=U&ved=0ahUKEwigy8rpsOvSAhWK5YMKHYLLBYAQFggoMAQ&usg=AFQjCNHA-Iaeh2U1vCH0hsiL3YicXMgaGQ,https://www.meetup.com/Resist-Albuquerque/events/237516326/,"Indivisible Nob Hill - #Resist: Albuquerque (Albuquerque, NM ...",
327,"Mar 4, 2017 ... I understand Indivisible ABQ started on the west side. ... I am one of three 
coordinators for Albuquerque Indivisible. ... Albuquerque, NM.",http://www.google.com/url?q=https://www.meetup.com/Resist-Albuquerque/events/237668043/&sa=U&ved=0ahUKEwigy8rpsOvSAhWK5YMKHYLLBYAQFgguMAU&usg=AFQjCNFBgRSh0-CuvvlCk1Uafub4kc4FxA,https://www.meetup.com/Resist-Albuquerque/events/237668043/,# Indivisible in Rio Rancho - #Resist: Albuquerque (Albuquerque ...,
